"Notes"	"Year"	"Year Code"	"State"	"State Code"	"Cancer Sites"	"Cancer Sites Code"	Mortality-Incidence Age-Adjusted Rate Ratio	Death Counts	Mortality Population	Mortality Age-Adjusted Rate	Incidence Counts	Incidence Age-Adjusted Rate
	"2013"	"2013"	"New Hampshire"	"33"	"Non-Hodgkin Lymphoma"	"33041-33042"	0.258	84	1322687	5.315	337	20.585
	"2013"	"2013"	"New Hampshire"	"33"	"Leukemias"	"35011-35043"	0.445	103	1322687	6.561	221	14.727
	"2013"	"2013"	"New Jersey"	"34"	"Colon and Rectum"	"21041-21052"	0.352	1542	8899162	14.620	4295	41.486
	"2013"	"2013"	"New Jersey"	"34"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	0.761	607	8899162	5.793	818	7.614
	"2013"	"2013"	"New Jersey"	"34"	"Pancreas"	"21100"	0.808	1219	8899162	11.633	1503	14.390
	"2013"	"2013"	"New Jersey"	"34"	"Lung and Bronchus"	"22030"	0.665	4006	8899162	38.636	6012	58.059
	"2013"	"2013"	"New Jersey"	"34"	"Melanoma of the Skin"	"25010"	0.108	252	8899162	2.437	2283	22.543
	"2013"	"2013"	"New Jersey"	"34"	"Female Breast"	"26000-Female"	0.169	1356	4558162	23.013	7510	136.234
	"2013"	"2013"	"New Jersey"	"34"	"Corpus Uteri"	"27020"	0.068	126	4558162	2.089	1812	30.925
	"2013"	"2013"	"New Jersey"	"34"	"Prostate"	"28010"	0.138	728	4341000	17.653	6263	127.590
	"2013"	"2013"	"New Jersey"	"34"	"Urinary Bladder"	"29010"	0.199	498	8899162	4.735	2456	23.788
	"2013"	"2013"	"New Jersey"	"34"	"Kidney and Renal Pelvis"	"29020"	0.195	334	8899162	3.187	1694	16.343
	"2013"	"2013"	"New Jersey"	"34"	"Thyroid"	"32010"	0.028	60	8899162	0.570	1925	20.091
	"2013"	"2013"	"New Jersey"	"34"	"Non-Hodgkin Lymphoma"	"33041-33042"	0.248	544	8899162	5.301	2174	21.363
	"2013"	"2013"	"New Jersey"	"34"	"Leukemias"	"35011-35043"	0.417	643	8899162	6.240	1512	14.965
	"2013"	"2013"	"New Mexico"	"35"	"Colon and Rectum"	"21041-21052"	0.434	338	2085193	14.235	786	32.811
	"2013"	"2013"	"New Mexico"	"35"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	0.749	205	2085193	8.205	275	10.958
	"2013"	"2013"	"New Mexico"	"35"	"Pancreas"	"21100"	0.869	257	2085193	10.498	299	12.076
	"2013"	"2013"	"New Mexico"	"35"	"Lung and Bronchus"	"22030"	0.751	736	2085193	30.536	987	40.647
	"2013"	"2013"	"New Mexico"	"35"	"Melanoma of the Skin"	"25010"	0.176	58	2085193	2.421	325	13.786
	"2013"	"2013"	"New Mexico"	"35"	"Female Breast"	"26000-Female"	0.149	224	1053309	17.116	1438	115.187
	"2013"	"2013"	"New Mexico"	"35"	"Corpus Uteri"	"27020"	0.084	24	1053309	1.808	273	21.443
	"2013"	"2013"	"New Mexico"	"35"	"Prostate"	"28010"	0.250	207	1031884	20.864	1002	83.572
	"2013"	"2013"	"New Mexico"	"35"	"Urinary Bladder"	"29010"	0.330	106	2085193	4.568	333	13.855
	"2013"	"2013"	"New Mexico"	"35"	"Kidney and Renal Pelvis"	"29020"	0.324	107	2085193	4.490	327	13.857
	"2013"	"2013"	"New Mexico"	"35"	"Non-Hodgkin Lymphoma"	"33041-33042"	0.296	101	2085193	4.248	342	14.342
	"2013"	"2013"	"New Mexico"	"35"	"Leukemias"	"35011-35043"	0.464	138	2085193	6.018	302	12.966
	"2013"	"2013"	"New York"	"36"	"Colon and Rectum"	"21041-21052"	0.346	3189	19673546	13.818	9057	39.971
	"2013"	"2013"	"New York"	"36"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	0.700	1473	19673546	6.282	2122	8.977
	"2013"	"2013"	"New York"	"36"	"Pancreas"	"21100"	0.810	2597	19673546	11.271	3216	13.922
	"2013"	"2013"	"New York"	"36"	"Lung and Bronchus"	"22030"	0.657	9074	19673546	39.689	13739	60.373
	"2013"	"2013"	"New York"	"36"	"Melanoma of the Skin"	"25010"	0.117	505	19673546	2.236	4260	19.161
	"2013"	"2013"	"New York"	"36"	"Female Breast"	"26000-Female"	0.156	2632	10132132	20.485	15804	131.543
	"2013"	"2013"	"New York"	"36"	"Corpus Uteri"	"27020"	0.077	314	10132132	2.407	3978	31.402
	"2013"	"2013"	"New York"	"36"	"Prostate"	"28010"	0.141	1637	9541414	18.152	13707	128.360
	"2013"	"2013"	"New York"	"36"	"Urinary Bladder"	"29010"	0.178	986	19673546	4.256	5419	23.893
	"2013"	"2013"	"New York"	"36"	"Kidney and Renal Pelvis"	"29020"	0.183	691	19673546	3.016	3724	16.492
	"2013"	"2013"	"New York"	"36"	"Thyroid"	"32010"	0.028	133	19673546	0.584	4300	20.610
	"2013"	"2013"	"New York"	"36"	"Non-Hodgkin Lymphoma"	"33041-33042"	0.246	1204	19673546	5.333	4842	21.705
	"2013"	"2013"	"New York"	"36"	"Leukemias"	"35011-35043"	0.385	1441	19673546	6.435	3679	16.709
	"2013"	"2013"	"North Carolina"	"37"	"Colon and Rectum"	"21041-21052"	0.348	1441	9841590	13.059	4171	37.521
	"2013"	"2013"	"North Carolina"	"37"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	0.763	758	9841590	6.469	1000	8.483
	"2013"	"2013"	"North Carolina"	"37"	"Pancreas"	"21100"	0.840	1241	9841590	11.130	1494	13.249
	"2013"	"2013"	"North Carolina"	"37"	"Lung and Bronchus"	"22030"	0.694	5510	9841590	49.146	8006	70.798
	"2013"	"2013"	"North Carolina"	"37"	"Melanoma of the Skin"	"25010"	0.108	293	9841590	2.677	2717	24.887
	"2013"	"2013"	"North Carolina"	"37"	"Female Breast"	"26000-Female"	0.158	1254	5053527	20.394	7748	129.199
	"2013"	"2013"	"North Carolina"	"37"	"Corpus Uteri"	"27020"	0.099	136	5053527	2.227	1418	22.396
	"2013"	"2013"	"North Carolina"	"37"	"Prostate"	"28010"	0.169	826	4788063	19.680	6353	116.684
	"2013"	"2013"	"North Carolina"	"37"	"Urinary Bladder"	"29010"	0.222	473	9841590	4.399	2197	19.827
	"2013"	"2013"	"North Carolina"	"37"	"Kidney and Renal Pelvis"	"29020"	0.221	426	9841590	3.825	1944	17.344
	"2013"	"2013"	"North Carolina"	"37"	"Thyroid"	"32010"	0.043	60	9841590	0.568	1368	13.134
	"2013"	"2013"	"North Carolina"	"37"	"Non-Hodgkin Lymphoma"	"33041-33042"	0.306	580	9841590	5.367	1932	17.563
	"2013"	"2013"	"North Carolina"	"37"	"Leukemias"	"35011-35043"	0.458	673	9841590	6.270	1475	13.693
	"2013"	"2013"	"North Dakota"	"38"	"Colon and Rectum"	"21041-21052"	0.333	135	724019	15.675	384	47.047
	"2013"	"2013"	"North Dakota"	"38"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	1.379 (Unreliable)	37	724019	4.334	29	3.144
	"2013"	"2013"	"North Dakota"	"38"	"Pancreas"	"21100"	0.782	78	724019	9.032	96	11.550
	"2013"	"2013"	"North Dakota"	"38"	"Lung and Bronchus"	"22030"	0.713	344	724019	40.986	471	57.489
	"2013"	"2013"	"North Dakota"	"38"	"Melanoma of the Skin"	"25010"	0.112	24	724019	2.631	185	23.412
	"2013"	"2013"	"North Dakota"	"38"	"Female Breast"	"26000-Female"	0.140	79	354142	17.650	501	126.127
	"2013"	"2013"	"North Dakota"	"38"	"Prostate"	"28010"	0.124	48	369877	12.746	416	103.112
	"2013"	"2013"	"North Dakota"	"38"	"Urinary Bladder"	"29010"	0.149	27	724019	3.023	169	20.258
	"2013"	"2013"	"North Dakota"	"38"	"Kidney and Renal Pelvis"	"29020"	0.154	22	724019	2.734	142	17.742
	"2013"	"2013"	"North Dakota"	"38"	"Non-Hodgkin Lymphoma"	"33041-33042"	0.315	55	724019	6.071	159	19.288
	"2013"	"2013"	"North Dakota"	"38"	"Leukemias"	"35011-35043"	0.399	54	724019	6.583	131	16.496
	"2013"	"2013"	"Ohio"	"39"	"Colon and Rectum"	"21041-21052"	0.392	2258	11570022	16.127	5725	41.130
	"2013"	"2013"	"Ohio"	"39"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	0.841	830	11570022	5.744	995	6.827
	"2013"	"2013"	"Ohio"	"39"	"Pancreas"	"21100"	0.871	1561	11570022	11.049	1800	12.678
	"2013"	"2013"	"Ohio"	"39"	"Lung and Bronchus"	"22030"	0.744	7258	11570022	51.380	9757	69.076
	"2013"	"2013"	"Ohio"	"39"	"Melanoma of the Skin"	"25010"	0.143	393	11570022	2.833	2635	19.810
	"2013"	"2013"	"Ohio"	"39"	"Female Breast"	"26000-Female"	0.180	1780	5909091	22.788	9244	126.857
	"2013"	"2013"	"Ohio"	"39"	"Corpus Uteri"	"27020"	0.073	165	5909091	2.060	2154	28.327
	"2013"	"2013"	"Ohio"	"39"	"Prostate"	"28010"	0.180	1045	5660931	18.588	7032	103.370
	"2013"	"2013"	"Ohio"	"39"	"Urinary Bladder"	"29010"	0.239	759	11570022	5.328	3136	22.289
	"2013"	"2013"	"Ohio"	"39"	"Kidney and Renal Pelvis"	"29020"	0.251	609	11570022	4.304	2368	17.125
	"2013"	"2013"	"Ohio"	"39"	"Thyroid"	"32010"	0.034	73	11570022	0.512	1858	15.256
	"2013"	"2013"	"Ohio"	"39"	"Non-Hodgkin Lymphoma"	"33041-33042"	0.298	788	11570022	5.671	2624	19.010
	"2013"	"2013"	"Ohio"	"39"	"Leukemias"	"35011-35043"	0.560	960	11570022	6.939	1657	12.396
	"2013"	"2013"	"Oklahoma"	"40"	"Colon and Rectum"	"21041-21052"	0.401	746	3852415	17.270	1862	43.101
	"2013"	"2013"	"Oklahoma"	"40"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	0.865	297	3852415	6.610	349	7.638
	"2013"	"2013"	"Oklahoma"	"40"	"Pancreas"	"21100"	1.008 (Unreliable)	489	3852415	11.157	484	11.065
	"2013"	"2013"	"Oklahoma"	"40"	"Lung and Bronchus"	"22030"	0.805	2490	3852415	56.856	3120	70.605
	"2013"	"2013"	"Oklahoma"	"40"	"Melanoma of the Skin"	"25010"	0.141	113	3852415	2.713	803	19.195
	"2013"	"2013"	"Oklahoma"	"40"	"Female Breast"	"26000-Female"	0.196	542	1943794	23.023	2637	117.586
	"2013"	"2013"	"Oklahoma"	"40"	"Corpus Uteri"	"27020"	0.054	26	1943794	1.093	469	20.268
	"2013"	"2013"	"Oklahoma"	"40"	"Prostate"	"28010"	0.219	369	1908621	21.142	2050	96.392
	"2013"	"2013"	"Oklahoma"	"40"	"Urinary Bladder"	"29010"	0.210	182	3852415	4.267	879	20.283
	"2013"	"2013"	"Oklahoma"	"40"	"Kidney and Renal Pelvis"	"29020"	0.304	247	3852415	5.622	789	18.474
	"2013"	"2013"	"Oklahoma"	"40"	"Thyroid"	"32010"	0.036	21	3852415	0.481	518	13.282
	"2013"	"2013"	"Oklahoma"	"40"	"Non-Hodgkin Lymphoma"	"33041-33042"	0.336	257	3852415	6.066	769	18.028
	"2013"	"2013"	"Oklahoma"	"40"	"Leukemias"	"35011-35043"	0.580	319	3852415	7.658	555	13.196
	"2013"	"2013"	"Oregon"	"41"	"Colon and Rectum"	"21041-21052"	0.396	670	3925751	14.110	1663	35.591
	"2013"	"2013"	"Oregon"	"41"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	0.811	344	3925751	6.798	442	8.388
	"2013"	"2013"	"Oregon"	"41"	"Pancreas"	"21100"	0.755	464	3925751	9.621	619	12.738
	"2013"	"2013"	"Oregon"	"41"	"Lung and Bronchus"	"22030"	0.731	2008	3925751	42.236	2757	57.778
	"2013"	"2013"	"Oregon"	"41"	"Melanoma of the Skin"	"25010"	0.105	141	3925751	3.030	1324	28.858
	"2013"	"2013"	"Oregon"	"41"	"Female Breast"	"26000-Female"	0.156	519	1983096	19.943	3160	128.000
	"2013"	"2013"	"Oregon"	"41"	"Corpus Uteri"	"27020"	0.088	56	1983096	2.162	628	24.550
	"2013"	"2013"	"Oregon"	"41"	"Prostate"	"28010"	0.211	391	1942655	19.527	2225	92.433
	"2013"	"2013"	"Oregon"	"41"	"Urinary Bladder"	"29010"	0.201	206	3925751	4.306	1030	21.459
	"2013"	"2013"	"Oregon"	"41"	"Kidney and Renal Pelvis"	"29020"	0.244	182	3925751	3.788	744	15.552
	"2013"	"2013"	"Oregon"	"41"	"Thyroid"	"32010"	0.041	28	3925751	0.600	610	14.520
	"2013"	"2013"	"Oregon"	"41"	"Non-Hodgkin Lymphoma"	"33041-33042"	0.319	297	3925751	6.254	920	19.576
	"2013"	"2013"	"Oregon"	"41"	"Leukemias"	"35011-35043"	0.518	328	3925751	7.066	621	13.644
	"2013"	"2013"	"Pennsylvania"	"42"	"Colon and Rectum"	"21041-21052"	0.370	2657	12781338	15.812	6979	42.783
	"2013"	"2013"	"Pennsylvania"	"42"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	0.736	1020	12781338	5.943	1374	8.078
	"2013"	"2013"	"Pennsylvania"	"42"	"Pancreas"	"21100"	0.821	1868	12781338	11.081	2244	13.492
	"2013"	"2013"	"Pennsylvania"	"42"	"Lung and Bronchus"	"22030"	0.694	7536	12781338	45.111	10757	64.985
	"2013"	"2013"	"Pennsylvania"	"42"	"Melanoma of the Skin"	"25010"	0.111	449	12781338	2.768	3813	24.842
	"2013"	"2013"	"Pennsylvania"	"42"	"Female Breast"	"26000-Female"	0.164	2001	6532700	21.658	11053	131.810
	"2013"	"2013"	"Pennsylvania"	"42"	"Corpus Uteri"	"27020"	0.071	216	6532700	2.289	2844	32.386
	"2013"	"2013"	"Pennsylvania"	"42"	"Prostate"	"28010"	0.186	1362	6248638	19.737	8348	106.137
	"2013"	"2013"	"Pennsylvania"	"42"	"Urinary Bladder"	"29010"	0.186	826	12781338	4.753	4244	25.549
	"2013"	"2013"	"Pennsylvania"	"42"	"Kidney and Renal Pelvis"	"29020"	0.214	631	12781338	3.771	2773	17.583
	"2013"	"2013"	"Pennsylvania"	"42"	"Thyroid"	"32010"	0.023	84	12781338	0.474	2862	20.881
	"2013"	"2013"	"Pennsylvania"	"42"	"Non-Hodgkin Lymphoma"	"33041-33042"	0.281	999	12781338	5.944	3392	21.150
	"2013"	"2013"	"Pennsylvania"	"42"	"Leukemias"	"35011-35043"	0.473	1125	12781338	6.861	2251	14.506
	"2013"	"2013"	"Rhode Island"	"44"	"Colon and Rectum"	"21041-21052"	0.362	179	1053033	12.945	462	35.743
	"2013"	"2013"	"Rhode Island"	"44"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	0.819	100	1053033	7.622	123	9.307
	"2013"	"2013"	"Rhode Island"	"44"	"Pancreas"	"21100"	0.921	163	1053033	12.318	183	13.377
	"2013"	"2013"	"Rhode Island"	"44"	"Lung and Bronchus"	"22030"	0.704	665	1053033	50.458	929	71.715
	"2013"	"2013"	"Rhode Island"	"44"	"Melanoma of the Skin"	"25010"	0.102	31	1053033	2.382	301	23.341
	"2013"	"2013"	"Rhode Island"	"44"	"Female Breast"	"26000-Female"	0.141	143	543176	19.353	924	137.695
	"2013"	"2013"	"Rhode Island"	"44"	"Corpus Uteri"	"27020"	0.089	21	543176	2.894	226	32.528
	"2013"	"2013"	"Rhode Island"	"44"	"Prostate"	"28010"	0.214	110	509857	20.154	577	94.257
	"2013"	"2013"	"Rhode Island"	"44"	"Urinary Bladder"	"29010"	0.180	73	1053033	5.019	361	27.894
	"2013"	"2013"	"Rhode Island"	"44"	"Kidney and Renal Pelvis"	"29020"	0.227	56	1053033	4.093	224	18.063
	"2013"	"2013"	"Rhode Island"	"44"	"Non-Hodgkin Lymphoma"	"33041-33042"	0.255	81	1053033	5.840	291	22.884
	"2013"	"2013"	"Rhode Island"	"44"	"Leukemias"	"35011-35043"	0.494	98	1053033	7.542	188	15.281
	"2013"	"2013"	"South Carolina"	"45"	"Colon and Rectum"	"21041-21052"	0.397	823	4767894	14.887	2107	37.461
	"2013"	"2013"	"South Carolina"	"45"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	0.825	320	4767894	5.384	393	6.523
	"2013"	"2013"	"South Carolina"	"45"	"Pancreas"	"21100"	0.828	608	4767894	10.931	741	13.201
	"2013"	"2013"	"South Carolina"	"45"	"Lung and Bronchus"	"22030"	0.742	2833	4767894	49.366	3872	66.568
	"2013"	"2013"	"South Carolina"	"45"	"Melanoma of the Skin"	"25010"	0.129	160	4767894	2.959	1259	22.994
	"2013"	"2013"	"South Carolina"	"45"	"Female Breast"	"26000-Female"	0.164	638	2450539	21.143	3868	128.694
	"2013"	"2013"	"South Carolina"	"45"	"Corpus Uteri"	"27020"	0.094	64	2450539	2.006	675	21.299
	"2013"	"2013"	"South Carolina"	"45"	"Prostate"	"28010"	0.190	460	2317355	21.462	3205	112.886
	"2013"	"2013"	"South Carolina"	"45"	"Urinary Bladder"	"29010"	0.199	223	4767894	4.129	1152	20.767
	"2013"	"2013"	"South Carolina"	"45"	"Kidney and Renal Pelvis"	"29020"	0.259	230	4767894	4.181	910	16.139
	"2013"	"2013"	"South Carolina"	"45"	"Thyroid"	"32010"	0.044	30	4767894	0.540	630	12.291
	"2013"	"2013"	"South Carolina"	"45"	"Non-Hodgkin Lymphoma"	"33041-33042"	0.310	280	4767894	5.163	916	16.654
	"2013"	"2013"	"South Carolina"	"45"	"Leukemias"	"35011-35043"	0.524	396	4767894	7.385	776	14.101
	"2013"	"2013"	"South Dakota"	"46"	"Colon and Rectum"	"21041-21052"	0.399	167	844922	16.593	422	41.620
	"2013"	"2013"	"South Dakota"	"46"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	0.590	37	844922	3.859	65	6.547
	"2013"	"2013"	"South Dakota"	"46"	"Pancreas"	"21100"	0.973	108	844922	10.506	110	10.800
	"2013"	"2013"	"South Dakota"	"46"	"Lung and Bronchus"	"22030"	0.667	415	844922	40.961	620	61.447
	"2013"	"2013"	"South Dakota"	"46"	"Melanoma of the Skin"	"25010"	0.098	21	844922	2.094	202	21.413
	"2013"	"2013"	"South Dakota"	"46"	"Female Breast"	"26000-Female"	0.136	110	420307	19.890	718	146.737
	"2013"	"2013"	"South Dakota"	"46"	"Prostate"	"28010"	0.165	79	424615	17.835	537	108.182
	"2013"	"2013"	"South Dakota"	"46"	"Urinary Bladder"	"29010"	0.216	46	844922	4.353	203	20.152
	"2013"	"2013"	"South Dakota"	"46"	"Kidney and Renal Pelvis"	"29020"	0.246	45	844922	4.295	168	17.435
	"2013"	"2013"	"South Dakota"	"46"	"Non-Hodgkin Lymphoma"	"33041-33042"	0.288	58	844922	5.264	179	18.280
	"2013"	"2013"	"South Dakota"	"46"	"Leukemias"	"35011-35043"	0.613	89	844922	8.912	143	14.530
	"2013"	"2013"	"Tennessee"	"47"	"Colon and Rectum"	"21041-21052"	0.424	1219	6494821	16.428	2897	38.707
	"2013"	"2013"	"Tennessee"	"47"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	0.812	505	6494821	6.437	634	7.924
	"2013"	"2013"	"Tennessee"	"47"	"Pancreas"	"21100"	0.910	852	6494821	11.318	943	12.438
	"2013"	"2013"	"Tennessee"	"47"	"Lung and Bronchus"	"22030"	0.746	4315	6494821	56.431	5822	75.600
	"2013"	"2013"	"Tennessee"	"47"	"Melanoma of the Skin"	"25010"	0.163	246	6494821	3.330	1504	20.493
	"2013"	"2013"	"Tennessee"	"47"	"Female Breast"	"26000-Female"	0.177	928	3328090	22.304	5075	126.293
	"2013"	"2013"	"Tennessee"	"47"	"Corpus Uteri"	"27020"	0.055	49	3328090	1.203	902	21.737
	"2013"	"2013"	"Tennessee"	"47"	"Prostate"	"28010"	0.171	546	3166731	18.765	4093	109.723
	"2013"	"2013"	"Tennessee"	"47"	"Urinary Bladder"	"29010"	0.227	324	6494821	4.420	1465	19.449
	"2013"	"2013"	"Tennessee"	"47"	"Kidney and Renal Pelvis"	"29020"	0.287	363	6494821	4.828	1280	16.796
	"2013"	"2013"	"Tennessee"	"47"	"Thyroid"	"32010"	0.042	40	6494821	0.523	849	12.370
	"2013"	"2013"	"Tennessee"	"47"	"Non-Hodgkin Lymphoma"	"33041-33042"	0.353	446	6494821	6.131	1283	17.344
	"2013"	"2013"	"Tennessee"	"47"	"Leukemias"	"35011-35043"	0.493	509	6494821	7.067	1040	14.346
	"2013"	"2013"	"Texas"	"48"	"Colon and Rectum"	"21041-21052"	0.384	3581	26473525	14.591	9599	37.959
	"2013"	"2013"	"Texas"	"48"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	0.709	2075	26473525	7.995	3052	11.283
	"2013"	"2013"	"Texas"	"48"	"Pancreas"	"21100"	0.844	2457	26473525	10.063	2972	11.925
	"2013"	"2013"	"Texas"	"48"	"Lung and Bronchus"	"22030"	0.727	9439	26473525	38.817	13180	53.388
	"2013"	"2013"	"Texas"	"48"	"Melanoma of the Skin"	"25010"	0.177	547	26473525	2.238	3194	12.621
	"2013"	"2013"	"Texas"	"48"	"Female Breast"	"26000-Female"	0.180	2746	13336093	20.109	15234	111.696
	"2013"	"2013"	"Texas"	"48"	"Corpus Uteri"	"27020"	0.073	210	13336093	1.501	2889	20.492
	"2013"	"2013"	"Texas"	"48"	"Prostate"	"28010"	0.202	1767	13137432	18.912	11353	93.546
	"2013"	"2013"	"Texas"	"48"	"Urinary Bladder"	"29010"	0.238	873	26473525	3.733	3791	15.712
	"2013"	"2013"	"Texas"	"48"	"Kidney and Renal Pelvis"	"29020"	0.245	1109	26473525	4.519	4760	18.438
	"2013"	"2013"	"Texas"	"48"	"Thyroid"	"32010"	0.040	122	26473525	0.509	3315	12.698
	"2013"	"2013"	"Texas"	"48"	"Non-Hodgkin Lymphoma"	"33041-33042"	0.331	1379	26473525	5.884	4440	17.790
	"2013"	"2013"	"Texas"	"48"	"Leukemias"	"35011-35043"	0.477	1573	26473525	6.659	3481	13.968
	"2013"	"2013"	"Utah"	"49"	"Colon and Rectum"	"21041-21052"	0.340	252	2902663	10.940	763	32.193
	"2013"	"2013"	"Utah"	"49"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	0.885	126	2902663	5.163	148	5.835
	"2013"	"2013"	"Utah"	"49"	"Pancreas"	"21100"	1.029 (Unreliable)	249	2902663	10.535	241	10.237
	"2013"	"2013"	"Utah"	"49"	"Lung and Bronchus"	"22030"	0.703	437	2902663	18.712	623	26.628
	"2013"	"2013"	"Utah"	"49"	"Melanoma of the Skin"	"25010"	0.092	83	2902663	3.493	929	37.920
	"2013"	"2013"	"Utah"	"49"	"Female Breast"	"26000-Female"	0.183	255	1442748	20.363	1390	111.460
	"2013"	"2013"	"Utah"	"49"	"Corpus Uteri"	"27020"	0.085	26	1442748	2.142	331	25.338
	"2013"	"2013"	"Utah"	"49"	"Prostate"	"28010"	0.180	193	1459915	20.648	1357	114.484
	"2013"	"2013"	"Utah"	"49"	"Urinary Bladder"	"29010"	0.244	85	2902663	3.942	371	16.139
	"2013"	"2013"	"Utah"	"49"	"Kidney and Renal Pelvis"	"29020"	0.222	74	2902663	3.236	357	14.544
	"2013"	"2013"	"Utah"	"49"	"Non-Hodgkin Lymphoma"	"33041-33042"	0.282	122	2902663	5.406	461	19.197
	"2013"	"2013"	"Utah"	"49"	"Leukemias"	"35011-35043"	0.421	143	2902663	6.115	366	14.522
	"2013"	"2013"	"Vermont"	"50"	"Colon and Rectum"	"21041-21052"	0.425	113	627140	14.227	268	33.486
	"2013"	"2013"	"Vermont"	"50"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	0.707	34	627140	3.996	50	5.653
	"2013"	"2013"	"Vermont"	"50"	"Pancreas"	"21100"	1.018 (Unreliable)	97	627140	11.943	94	11.736
	"2013"	"2013"	"Vermont"	"50"	"Lung and Bronchus"	"22030"	0.700	351	627140	42.504	502	60.699
	"2013"	"2013"	"Vermont"	"50"	"Melanoma of the Skin"	"25010"	0.069	17	627140	2.305	261	33.205
	"2013"	"2013"	"Vermont"	"50"	"Female Breast"	"26000-Female"	0.148	79	317714	18.724	524	126.334
	"2013"	"2013"	"Vermont"	"50"	"Corpus Uteri"	"27020"	0.110	16	317714	3.458	137	31.574
	"2013"	"2013"	"Vermont"	"50"	"Prostate"	"28010"	0.230	64	309426	19.402	355	84.238
	"2013"	"2013"	"Vermont"	"50"	"Urinary Bladder"	"29010"	0.250	43	627140	5.552	177	22.167
	"2013"	"2013"	"Vermont"	"50"	"Kidney and Renal Pelvis"	"29020"	0.209	22	627140	2.753	103	13.160
	"2013"	"2013"	"Vermont"	"50"	"Non-Hodgkin Lymphoma"	"33041-33042"	0.267	47	627140	6.114	188	22.889
	"2013"	"2013"	"Vermont"	"50"	"Leukemias"	"35011-35043"	0.426	44	627140	5.949	108	13.968
	"2013"	"2013"	"Virginia"	"51"	"Colon and Rectum"	"21041-21052"	0.381	1203	8262692	13.628	3225	35.799
	"2013"	"2013"	"Virginia"	"51"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	0.874	531	8262692	5.655	625	6.468
	"2013"	"2013"	"Virginia"	"51"	"Pancreas"	"21100"	0.905	998	8262692	11.259	1115	12.446
	"2013"	"2013"	"Virginia"	"51"	"Lung and Bronchus"	"22030"	0.737	3894	8262692	43.372	5325	58.847
	"2013"	"2013"	"Virginia"	"51"	"Melanoma of the Skin"	"25010"	0.134	242	8262692	2.759	1863	20.630
	"2013"	"2013"	"Virginia"	"51"	"Female Breast"	"26000-Female"	0.162	1049	4200657	21.015	6311	129.454
	"2013"	"2013"	"Virginia"	"51"	"Corpus Uteri"	"27020"	0.081	95	4200657	1.909	1197	23.493
	"2013"	"2013"	"Virginia"	"51"	"Prostate"	"28010"	0.199	701	4062035	20.697	4688	104.254
	"2013"	"2013"	"Virginia"	"51"	"Urinary Bladder"	"29010"	0.240	373	8262692	4.340	1597	18.081
	"2013"	"2013"	"Virginia"	"51"	"Kidney and Renal Pelvis"	"29020"	0.241	313	8262692	3.507	1329	14.536
	"2013"	"2013"	"Virginia"	"51"	"Thyroid"	"32010"	0.033	41	8262692	0.466	1200	13.948
	"2013"	"2013"	"Virginia"	"51"	"Non-Hodgkin Lymphoma"	"33041-33042"	0.326	498	8262692	5.759	1579	17.663
	"2013"	"2013"	"Virginia"	"51"	"Leukemias"	"35011-35043"	0.574	543	8262692	6.324	964	11.016
	"2013"	"2013"	"Washington"	"53"	"Colon and Rectum"	"21041-21052"	0.355	970	6968006	12.665	2746	35.699
	"2013"	"2013"	"Washington"	"53"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	0.759	549	6968006	6.812	748	8.970
	"2013"	"2013"	"Washington"	"53"	"Pancreas"	"21100"	0.813	782	6968006	10.127	960	12.459
	"2013"	"2013"	"Washington"	"53"	"Lung and Bronchus"	"22030"	0.715	3020	6968006	39.877	4258	55.748
	"2013"	"2013"	"Washington"	"53"	"Melanoma of the Skin"	"25010"	0.106	211	6968006	2.744	1972	25.766
	"2013"	"2013"	"Washington"	"53"	"Female Breast"	"26000-Female"	0.150	854	3493208	20.422	5489	135.708
	"2013"	"2013"	"Washington"	"53"	"Corpus Uteri"	"27020"	0.093	98	3493208	2.267	1038	24.312
	"2013"	"2013"	"Washington"	"53"	"Prostate"	"28010"	0.183	602	3474798	19.700	4195	107.871
	"2013"	"2013"	"Washington"	"53"	"Urinary Bladder"	"29010"	0.229	365	6968006	4.921	1633	21.478
	"2013"	"2013"	"Washington"	"53"	"Kidney and Renal Pelvis"	"29020"	0.226	274	6968006	3.503	1200	15.470
	"2013"	"2013"	"Washington"	"53"	"Thyroid"	"32010"	0.036	40	6968006	0.522	1049	14.342
